Store_Dept_Date,Weekly_Sales
1_81_2012-11-02,31057.784899999988
1_82_2012-11-02,20118.348600000005
1_83_2012-11-02,5640.9419
1_85_2012-11-02,3180.882499999999
1_87_2012-11-02,59363.31839999996
1_90_2012-11-02,89571.02380000004
1_91_2012-11-02,64171.64320000003
1_92_2012-11-02,100000.0
1_93_2012-11-02,76243.19739999999
1_94_2012-11-02,62023.3356
1_95_2012-11-02,100000.0
1_96_2012-11-02,32689.912399999997
1_97_2012-11-02,34201.109899999974
1_98_2012-11-02,12799.576199999996
1_99_2012-11-02,114.43309999999998
1_1_2012-11-09,20009.864999999994
1_2_2012-11-09,47483.93620000001
1_3_2012-11-09,11187.799500000001
1_4_2012-11-09,37081.837000000014
1_5_2012-11-09,37986.609
1_6_2012-11-09,3771.7113999999997
1_7_2012-11-09,25196.13680000001
1_8_2012-11-09,37237.79609999998
1_9_2012-11-09,33858.08329999998
1_10_2012-11-09,32468.601399999992
1_11_2012-11-09,23452.885700000006
1_12_2012-11-09,10160.658600000006
1_13_2012-11-09,41203.69900000001
1_14_2012-11-09,17620.1664
1_16_2012-11-09,6502.929299999998
1_17_2012-11-09,8527.758299999994
1_18_2012-11-09,12435.786599999994
1_19_2012-11-09,985.3867000000001
1_20_2012-11-09,3699.2808000000014
1_21_2012-11-09,8348.341700000004
1_22_2012-11-09,7417.267600000007
1_23_2012-11-09,21424.341500000002
1_24_2012-11-09,6715.822399999999
1_25_2012-11-09,10095.349999999991
1_26_2012-11-09,7469.1413
1_27_2012-11-09,1757.5642
1_28_2012-11-09,731.5516
1_29_2012-11-09,4629.736500000002
1_30_2012-11-09,2498.7145
1_31_2012-11-09,1582.4819999999993
1_32_2012-11-09,6592.333800000001
1_33_2012-11-09,6753.772099999994
1_34_2012-11-09,11372.389299999999
1_35_2012-11-09,2516.9286999999986
1_36_2012-11-09,1405.5727000000004
1_37_2012-11-09,2964.2770000000014
1_38_2012-11-09,80052.69809999998
1_40_2012-11-09,60678.5989
1_41_2012-11-09,1142.6058000000003
1_42_2012-11-09,8384.701099999998
1_44_2012-11-09,5904.916499999996
1_46_2012-11-09,17973.612899999993
1_48_2012-11-09,2173.71
1_49_2012-11-09,9667.714699999995
1_52_2012-11-09,1994.707000000001
1_55_2012-11-09,20072.230400000015
1_56_2012-11-09,1147.8790999999999
1_58_2012-11-09,3548.6196999999997
1_59_2012-11-09,729.0750000000002
1_60_2012-11-09,1186.9879999999994
1_67_2012-11-09,6087.969599999998
1_71_2012-11-09,2499.5532
1_72_2012-11-09,46922.217000000004
1_74_2012-11-09,9908.397699999998
1_79_2012-11-09,40696.59519999998
1_80_2012-11-09,19584.770699999983
1_81_2012-11-09,31205.17439999999
1_82_2012-11-09,20322.9199
1_83_2012-11-09,6203.484800000003
1_85_2012-11-09,3057.6605000000004
1_87_2012-11-09,56029.806099999965
1_90_2012-11-09,92604.95320000006
1_91_2012-11-09,71805.65200000005
1_92_2012-11-09,100000.0
1_93_2012-11-09,82695.03599999996
1_94_2012-11-09,61757.71449999998
1_95_2012-11-09,100000.0
1_96_2012-11-09,33462.80749999998
1_97_2012-11-09,37184.0146
1_98_2012-11-09,13108.124399999997
1_99_2012-11-09,60.82720000000009
1_1_2012-11-16,20498.217300000015
1_2_2012-11-16,44504.9801
1_3_2012-11-16,10927.871399999998
1_4_2012-11-16,37971.1987
1_5_2012-11-16,28155.668
1_6_2012-11-16,3434.407900000003
1_7_2012-11-16,25344.879700000005
1_8_2012-11-16,36446.555899999985
1_9_2012-11-16,33415.28219999998
1_10_2012-11-16,32124.515400000004
1_11_2012-11-16,27147.256700000016
1_12_2012-11-16,8495.713499999994
1_13_2012-11-16,37897.54570000001
1_14_2012-11-16,17613.027999999995
1_16_2012-11-16,5838.398400000001
1_17_2012-11-16,9248.131699999994
1_18_2012-11-16,13021.152599999994
1_19_2012-11-16,987.5813000000005
1_20_2012-11-16,3602.5134000000007
1_21_2012-11-16,8533.730800000001
1_22_2012-11-16,7578.8335000000025
1_23_2012-11-16,23136.1463
1_24_2012-11-16,6717.346699999998
1_25_2012-11-16,10917.7183
1_26_2012-11-16,7476.816499999999
1_27_2012-11-16,1899.7281000000012
1_28_2012-11-16,725.0842000000001
1_29_2012-11-16,5602.127400000001
1_30_2012-11-16,2324.465600000001
1_31_2012-11-16,1610.069199999999
1_32_2012-11-16,6106.226
1_33_2012-11-16,6181.716799999997
1_34_2012-11-16,12383.199599999998
1_35_2012-11-16,2612.3262999999993
1_36_2012-11-16,1864.5390000000002
1_37_2012-11-16,2708.837300000001
1_38_2012-11-16,76204.69450000003
1_40_2012-11-16,60086.17840000002
1_41_2012-11-16,1238.1881999999998
1_42_2012-11-16,7630.4598
1_44_2012-11-16,5819.464099999999
1_46_2012-11-16,17842.930199999988
1_48_2012-11-16,2452.7097999999996
1_49_2012-11-16,9763.986499999994
1_52_2012-11-16,2088.6816000000013
1_54_2012-11-16,45.154400000000024
1_55_2012-11-16,19336.03320000001
1_56_2012-11-16,1030.9885
1_58_2012-11-16,3795.4896999999996
1_59_2012-11-16,756.4714000000001
1_60_2012-11-16,895.32
1_67_2012-11-16,6849.4091000000035
1_71_2012-11-16,2647.1638000000007
1_72_2012-11-16,44223.11959999998
1_74_2012-11-16,9703.407899999998
1_79_2012-11-16,32446.964000000014
1_80_2012-11-16,19501.5937
1_81_2012-11-16,30727.144900000007
1_82_2012-11-16,20260.7984
1_83_2012-11-16,5733.0189999999975
1_85_2012-11-16,3253.3215999999993
1_87_2012-11-16,48527.699199999974
1_90_2012-11-16,93181.85480000003
1_91_2012-11-16,68217.49930000001
1_92_2012-11-16,100000.0
1_93_2012-11-16,84176.38649999995
1_94_2012-11-16,61685.932199999996
1_95_2012-11-16,100000.0
1_96_2012-11-16,32194.66079999999
1_97_2012-11-16,37144.46510000001
1_98_2012-11-16,14777.390900000015
1_1_2012-11-23,22636.280600000006
1_2_2012-11-23,47549.85859999996
1_3_2012-11-23,10030.30180000001
1_4_2012-11-23,43432.9667
1_5_2012-11-23,69150.95420000002
1_6_2012-11-23,20470.897100000013
1_7_2012-11-23,83150.53829999996
1_8_2012-11-23,36693.47300000002
1_9_2012-11-23,39992.25350000001
1_10_2012-11-23,31005.752099999972
1_11_2012-11-23,28271.115000000005
1_12_2012-11-23,8939.150599999997
1_13_2012-11-23,37661.210699999996
1_14_2012-11-23,55177.93629999999
1_16_2012-11-23,8399.786499999998
1_17_2012-11-23,12133.923100000004
1_18_2012-11-23,29201.289700000012
1_19_2012-11-23,1108.120899999999
1_20_2012-11-23,5117.9271000000035
1_21_2012-11-23,9688.478200000003
1_22_2012-11-23,17279.256200000014
1_23_2012-11-23,31178.504300000026
1_24_2012-11-23,14024.894199999988
1_25_2012-11-23,12542.517199999995
1_26_2012-11-23,9273.787900000007
1_27_2012-11-23,2082.637900000002
1_28_2012-11-23,794.2237
1_29_2012-11-23,6015.420099999998
1_30_2012-11-23,2613.759600000001
1_31_2012-11-23,1620.8975999999989
1_32_2012-11-23,8740.023699999998
1_33_2012-11-23,10086.314999999984
1_34_2012-11-23,14479.374300000001
1_35_2012-11-23,2950.3464999999974
1_36_2012-11-23,2587.3520000000008
1_37_2012-11-23,2679.3688000000025
1_38_2012-11-23,63370.37040000003
1_40_2012-11-23,59868.135100000014
1_41_2012-11-23,2732.5675000000024
1_42_2012-11-23,7571.964600000001
1_44_2012-11-23,7288.348399999995
1_46_2012-11-23,18583.552700000007
1_48_2012-11-23,3345.8791999999994
1_49_2012-11-23,8988.960700000003
1_52_2012-11-23,3330.8916
1_54_2012-11-23,48.11320000000004
1_55_2012-11-23,43155.667
1_56_2012-11-23,1490.916999999999
1_58_2012-11-23,3918.4997
1_59_2012-11-23,1352.7667999999999
1_60_2012-11-23,939.0033000000003
1_67_2012-11-23,6892.5628000000015
1_71_2012-11-23,4611.0542
1_72_2012-11-23,94577.5632
1_74_2012-11-23,18617.095799999977
1_79_2012-11-23,31939.0461
1_80_2012-11-23,19087.937000000005
1_81_2012-11-23,30412.024400000006
1_82_2012-11-23,21925.814500000015
1_83_2012-11-23,5178.734399999996
1_85_2012-11-23,3665.1525999999985
1_87_2012-11-23,47555.93440000001
1_90_2012-11-23,94220.02200000001
1_91_2012-11-23,60979.61040000002
1_92_2012-11-23,100000.0
1_93_2012-11-23,84246.14709999996
1_94_2012-11-23,69500.29110000002
1_95_2012-11-23,100000.0
1_96_2012-11-23,39497.583200000015
1_97_2012-11-23,33887.04520000001
1_98_2012-11-23,19659.884300000012
1_99_2012-11-23,2413.1448
1_1_2012-11-30,36625.4084
1_2_2012-11-30,47924.06449999997
1_3_2012-11-30,10034.855100000004
1_4_2012-11-30,42152.8558
1_5_2012-11-30,44601.63129999999
1_6_2012-11-30,7958.653100000003
1_7_2012-11-30,52313.33149999999
1_8_2012-11-30,36675.0679
1_9_2012-11-30,38902.4963
1_10_2012-11-30,29788.108799999976
1_11_2012-11-30,28010.71480000002
1_12_2012-11-30,7905.935099999995
1_13_2012-11-30,36720.69839999999
1_14_2012-11-30,38059.95930000002
1_16_2012-11-30,7041.7096999999985
1_17_2012-11-30,11068.3932
1_18_2012-11-30,22936.533899999995
1_19_2012-11-30,1220.474599999999
1_20_2012-11-30,4263.4253
1_21_2012-11-30,8795.354499999998
1_22_2012-11-30,11774.849500000006
1_23_2012-11-30,26051.848100000007
1_24_2012-11-30,9038.081700000004
1_25_2012-11-30,11558.357999999997
1_26_2012-11-30,6654.786600000001
1_27_2012-11-30,1930.8266000000017
1_28_2012-11-30,816.7210000000003
1_29_2012-11-30,5822.1173
1_30_2012-11-30,2584.6886000000004
1_31_2012-11-30,1564.6571999999992
1_32_2012-11-30,7098.3008
1_33_2012-11-30,6648.390499999997
1_34_2012-11-30,13298.595800000003
1_35_2012-11-30,2694.961199999999
1_36_2012-11-30,2363.658299999999
1_37_2012-11-30,2467.8836000000006
1_38_2012-11-30,67223.51969999999
1_40_2012-11-30,59156.0762
1_41_2012-11-30,2096.4685000000013
1_42_2012-11-30,7382.716000000002
1_44_2012-11-30,6699.5189
1_45_2012-11-30,24.427699999999987
1_46_2012-11-30,17708.6328
1_48_2012-11-30,2720.3796999999995
1_49_2012-11-30,9538.140300000001
1_52_2012-11-30,2581.2670000000007
1_54_2012-11-30,56.58640000000007
1_55_2012-11-30,27986.519500000024
1_56_2012-11-30,980.2111999999995
1_58_2012-11-30,3748.32
1_59_2012-11-30,1816.9399999999991
1_60_2012-11-30,961.4400000000003
1_67_2012-11-30,7131.584700000003
1_71_2012-11-30,3084.611900000001
1_72_2012-11-30,59619.989800000025
1_74_2012-11-30,10590.536299999994
1_79_2012-11-30,30708.827600000008
1_80_2012-11-30,18317.992300000013
1_81_2012-11-30,29641.5556
1_82_2012-11-30,20712.77850000001
1_83_2012-11-30,4987.082999999995
1_85_2012-11-30,3667.3837999999982
1_87_2012-11-30,48010.08960000001
1_90_2012-11-30,88421.14300000001
1_91_2012-11-30,58230.57359999998
1_92_2012-11-30,100000.0
1_93_2012-11-30,77991.6619
1_94_2012-11-30,70161.23640000002
1_95_2012-11-30,99740.71719999998
1_96_2012-11-30,36110.618699999985
1_97_2012-11-30,32728.50450000001
1_98_2012-11-30,16297.494600000016
1_99_2012-11-30,2614.0501
1_1_2012-12-07,48747.743499999975
1_2_2012-12-07,49073.4107
1_3_2012-12-07,13092.701600000004
1_4_2012-12-07,40794.513399999996
1_5_2012-12-07,51352.67810000003
1_6_2012-12-07,9119.901800000003
1_7_2012-12-07,64676.18159999999
1_8_2012-12-07,57390.22290000001
1_9_2012-12-07,37869.88709999999
1_10_2012-12-07,30839.255399999976
1_11_2012-12-07,30165.879100000006
1_12_2012-12-07,10841.587300000003
1_13_2012-12-07,40919.614399999984
1_14_2012-12-07,40488.289800000035
1_16_2012-12-07,9115.323700000003
1_17_2012-12-07,17912.674400000004
1_18_2012-12-07,71404.1571
1_19_2012-12-07,1426.0255999999995
1_20_2012-12-07,5077.2476000000015
1_21_2012-12-07,9614.803999999996
1_22_2012-12-07,10294.6203
1_23_2012-12-07,44383.58990000001
1_24_2012-12-07,13757.868799999995
1_25_2012-12-07,11763.698799999998
1_26_2012-12-07,8062.875999999993
1_27_2012-12-07,5450.694500000003
1_28_2012-12-07,714.7034
1_29_2012-12-07,10674.133599999992
1_30_2012-12-07,2485.9133000000006
1_31_2012-12-07,4901.7219000000005
1_32_2012-12-07,24014.694399999986
1_33_2012-12-07,19049.829700000006
1_34_2012-12-07,13905.0958
1_35_2012-12-07,2698.1419
1_36_2012-12-07,1973.061400000001
1_37_2012-12-07,2789.2068999999988
1_38_2012-12-07,81544.8901
1_40_2012-12-07,61939.29269999995
1_41_2012-12-07,1680.167700000001
1_42_2012-12-07,7223.782099999993
1_44_2012-12-07,6859.578499999999
1_45_2012-12-07,19.668500000000023
1_46_2012-12-07,38427.45059999998
1_48_2012-12-07,1894.94
1_49_2012-12-07,10396.4815
1_52_2012-12-07,2709.3513000000003
1_54_2012-12-07,67.31440000000006
1_55_2012-12-07,23702.429600000003
1_56_2012-12-07,1898.1569
1_58_2012-12-07,4043.3572999999988
1_59_2012-12-07,5695.235700000002
1_60_2012-12-07,1560.8460000000005
1_67_2012-12-07,10995.559500000007
1_71_2012-12-07,2731.0878
1_72_2012-12-07,57838.3637
1_74_2012-12-07,10270.956900000001
1_79_2012-12-07,42409.68430000001
1_80_2012-12-07,20809.447300000018
1_81_2012-12-07,33235.8235
1_82_2012-12-07,46194.92770000003
1_83_2012-12-07,6040.062899999999
1_85_2012-12-07,5565.128100000003
1_87_2012-12-07,57487.6758
1_90_2012-12-07,95283.6650000001
1_91_2012-12-07,71108.67910000001
1_92_2012-12-07,100000.0
1_93_2012-12-07,83207.65909999996
1_94_2012-12-07,62524.402299999994
1_95_2012-12-07,100000.0
1_96_2012-12-07,35541.35590000001
1_97_2012-12-07,38814.78109999998
1_98_2012-12-07,13569.022800000004
1_99_2012-12-07,1541.4869
1_1_2012-12-14,45941.970199999996
1_2_2012-12-14,48641.18159999999
1_3_2012-12-14,12258.763000000004
1_4_2012-12-14,38470.38460000001
1_5_2012-12-14,40692.8686
1_6_2012-12-14,7425.654800000007
1_7_2012-12-14,62531.227799999964
1_8_2012-12-14,36648.50769999998
1_9_2012-12-14,28295.089400000026
1_10_2012-12-14,30157.28099999998
1_11_2012-12-14,30367.4855
1_12_2012-12-14,7809.590399999998
1_13_2012-12-14,36905.66420000002
1_14_2012-12-14,23051.932099999998
1_16_2012-12-14,5406.946000000001
1_17_2012-12-14,11008.539299999997
1_18_2012-12-14,31795.42410000001
1_19_2012-12-14,1454.439199999999
1_20_2012-12-14,3433.8733
1_21_2012-12-14,9356.237799999999
1_22_2012-12-14,10952.712999999998
1_23_2012-12-14,31514.54869999999
1_24_2012-12-14,11266.888899999993
1_25_2012-12-14,11497.6164
1_26_2012-12-14,8210.294799999996
1_27_2012-12-14,3064.3637000000017
1_28_2012-12-14,789.9734999999997
1_29_2012-12-14,7414.469699999999
1_30_2012-12-14,2388.2853000000014
1_31_2012-12-14,3735.1402999999996
1_32_2012-12-14,13508.316099999998
1_33_2012-12-14,10412.8627
1_34_2012-12-14,13499.264799999997
1_35_2012-12-14,2745.860799999999
1_36_2012-12-14,2489.6009000000004
1_37_2012-12-14,2469.2247
1_38_2012-12-14,75610.9367
1_40_2012-12-14,60937.84950000002
1_41_2012-12-14,1571.695500000001
1_42_2012-12-14,6757.975099999995
1_44_2012-12-14,6713.1737
1_46_2012-12-14,29921.8503
1_48_2012-12-14,2235.33
1_49_2012-12-14,9954.580499999996
1_52_2012-12-14,2850.2567
1_54_2012-12-14,53.01000000000005
1_55_2012-12-14,20397.18480000001
1_56_2012-12-14,1375.6178999999988
1_58_2012-12-14,4236.1194
1_59_2012-12-14,3698.145300000001
1_60_2012-12-14,1494.658
1_67_2012-12-14,8760.366799999998
1_71_2012-12-14,2722.869099999999
1_72_2012-12-14,56891.85650000003
1_74_2012-12-14,9615.816700000001
1_79_2012-12-14,33206.29690000003
1_80_2012-12-14,19440.904400000007
1_81_2012-12-14,31087.548899999987
1_82_2012-12-14,29364.801799999987
1_83_2012-12-14,5817.9502999999995
1_85_2012-12-14,5620.221300000004
1_87_2012-12-14,47524.163700000005
1_90_2012-12-14,93505.21000000008
1_91_2012-12-14,67979.06419999996
1_92_2012-12-14,100000.0
1_93_2012-12-14,77877.45559999997
1_94_2012-12-14,56988.22420000001
1_95_2012-12-14,100000.0
1_96_2012-12-14,32128.052300000003
1_97_2012-12-14,36812.755700000016
1_98_2012-12-14,14558.990000000007
1_99_2012-12-14,1011.4447
1_1_2012-12-21,59527.518000000055
1_2_2012-12-21,55422.62919999999
1_3_2012-12-21,12726.912900000003
1_4_2012-12-21,40846.37100000001
1_5_2012-12-21,62376.35400000002
1_6_2012-12-21,16434.220300000008
1_7_2012-12-21,87379.46019999997
1_8_2012-12-21,49698.4384
1_9_2012-12-21,35894.555100000005
1_10_2012-12-21,30261.953499999978
1_11_2012-12-21,28864.879000000008
1_12_2012-12-21,9590.334300000006
1_13_2012-12-21,36938.74750000002
1_14_2012-12-21,45547.751099999994
1_16_2012-12-21,6335.099199999997
1_17_2012-12-21,18754.4024
1_18_2012-12-21,41395.0191
1_19_2012-12-21,1822.5274000000009
1_20_2012-12-21,4415.874
1_21_2012-12-21,10974.179199999997
1_22_2012-12-21,12834.619899999989
1_23_2012-12-21,50536.815800000004
1_24_2012-12-21,14508.541299999993
1_25_2012-12-21,13019.512400000001
1_26_2012-12-21,9751.679299999998
1_27_2012-12-21,5690.8442000000005
1_28_2012-12-21,883.9797000000004
1_29_2012-12-21,10607.172299999986
1_30_2012-12-21,2258.1301000000017
1_31_2012-12-21,5994.016299999996
1_32_2012-12-21,44661.314799999964
1_33_2012-12-21,16711.5137
1_34_2012-12-21,13978.491499999998
1_35_2012-12-21,2930.0953000000004
1_36_2012-12-21,3441.7684000000004
1_37_2012-12-21,2675.1955
1_38_2012-12-21,70229.36630000004
1_40_2012-12-21,60823.00699999998
1_41_2012-12-21,2619.644200000001
1_42_2012-12-21,6946.514899999997
1_44_2012-12-21,7134.3946
1_46_2012-12-21,46580.809899999964
1_47_2012-12-21,-61.07299999999999
1_48_2012-12-21,2580.8723999999997
1_49_2012-12-21,10126.907799999999
1_52_2012-12-21,2921.7560000000003
1_54_2012-12-21,103.37040000000005
1_55_2012-12-21,26072.476899999998
1_56_2012-12-21,897.0888999999993
1_58_2012-12-21,4296.4897
1_59_2012-12-21,10116.6371
1_60_2012-12-21,1423.840000000001
1_67_2012-12-21,13926.437400000012
1_71_2012-12-21,3043.9348999999997
1_72_2012-12-21,67190.81120000001
1_74_2012-12-21,13027.775199999998
1_79_2012-12-21,31457.331200000033
1_80_2012-12-21,20197.20950000002
1_81_2012-12-21,30615.386499999993
1_82_2012-12-21,52911.480800000056
1_83_2012-12-21,5696.791599999996
1_85_2012-12-21,6737.188000000006
1_87_2012-12-21,48357.95029999998
1_90_2012-12-21,89915.57969999999
1_91_2012-12-21,62851.32219999995
1_92_2012-12-21,100000.0
1_93_2012-12-21,78001.05990000001
1_94_2012-12-21,66293.18690000004
1_95_2012-12-21,100000.0
1_96_2012-12-21,36193.451
1_97_2012-12-21,37312.890200000016
1_98_2012-12-21,16137.482200000017
1_99_2012-12-21,1560.8515
1_1_2012-12-28,22826.258700000006
1_2_2012-12-28,47218.60170000001
1_3_2012-12-28,10599.55919999999
1_4_2012-12-28,39260.52840000004
1_5_2012-12-28,60290.571599999996
1_6_2012-12-28,16275.266900000019
1_7_2012-12-28,46912.99759999997
1_8_2012-12-28,40412.52179999996
1_9_2012-12-28,33540.4158
1_10_2012-12-28,31975.54829999998
1_11_2012-12-28,25737.048100000015
1_12_2012-12-28,7957.924899999997
1_13_2012-12-28,36149.136200000015
1_14_2012-12-28,37676.439400000025
1_16_2012-12-28,5334.109500000004
1_17_2012-12-28,12169.393899999994
1_18_2012-12-28,17857.396499999995
1_19_2012-12-28,1632.2521
1_20_2012-12-28,4418.822600000005
1_21_2012-12-28,8756.888299999999
1_22_2012-12-28,13976.205400000008
1_23_2012-12-28,27365.378200000006
1_24_2012-12-28,13305.797199999995
1_25_2012-12-28,11891.4722
1_26_2012-12-28,10467.203300000001
1_27_2012-12-28,2370.130799999998
1_28_2012-12-28,775.2980000000003
1_29_2012-12-28,7245.835999999999
1_30_2012-12-28,2490.2782000000007
1_31_2012-12-28,2429.6656999999996
1_32_2012-12-28,12271.719799999993
1_33_2012-12-28,5780.5700000000015
1_34_2012-12-28,11989.036099999996
1_35_2012-12-28,2920.2076999999986
1_36_2012-12-28,2689.4595999999997
1_37_2012-12-28,2578.6014
1_38_2012-12-28,66729.45320000005
1_40_2012-12-28,58408.393799999954
1_41_2012-12-28,2329.5365000000006
1_42_2012-12-28,7075.616900000002
1_44_2012-12-28,6168.789500000003
1_46_2012-12-28,25842.308699999998
1_48_2012-12-28,3087.1240999999995
1_49_2012-12-28,11191.05559999999
1_52_2012-12-28,2524.360700000001
1_54_2012-12-28,85.87200000000003
1_55_2012-12-28,36663.931500000006
1_56_2012-12-28,748.8645000000001
1_58_2012-12-28,3708.62
1_59_2012-12-28,5892.320999999997
1_60_2012-12-28,730.1260000000001
1_67_2012-12-28,8360.363499999996
1_71_2012-12-28,3698.812900000003
1_72_2012-12-28,77679.21420000003
1_74_2012-12-28,14188.454499999998
1_79_2012-12-28,28941.476300000024
1_80_2012-12-28,17977.99330000002
1_81_2012-12-28,28824.252099999987
1_82_2012-12-28,33286.21319999996
1_83_2012-12-28,4986.961999999998
1_85_2012-12-28,4422.745299999996
1_87_2012-12-28,47813.08789999999
1_90_2012-12-28,85156.3933
1_91_2012-12-28,53225.18629999997
1_92_2012-12-28,100000.0
1_93_2012-12-28,59308.74870000002
1_94_2012-12-28,53580.17030000003
1_95_2012-12-28,96280.98960000006
1_96_2012-12-28,36294.08560000001
1_97_2012-12-28,33609.54670000001
1_98_2012-12-28,15491.496500000014
1_99_2012-12-28,564.3206
1_1_2013-01-04,17025.665199999985
1_2_2013-01-04,46146.706100000025
1_3_2013-01-04,12770.016700000004
1_4_2013-01-04,38081.24020000001
1_5_2013-01-04,25844.332300000013
1_6_2013-01-04,2579.127199999997
1_7_2013-01-04,12297.580200000002
1_8_2013-01-04,38401.519300000014
1_9_2013-01-04,16924.5084
1_10_2013-01-04,25917.1444
1_11_2013-01-04,23893.838700000015
1_12_2013-01-04,7972.102799999999
1_13_2013-01-04,40046.15529999998
1_14_2013-01-04,13934.686999999984
1_16_2013-01-04,5934.501199999998
1_17_2013-01-04,8910.999399999997
1_18_2013-01-04,6630.961100000001
1_19_2013-01-04,1020.4402000000003
1_20_2013-01-04,3567.376
1_21_2013-01-04,7676.655500000001
1_22_2013-01-04,8893.547799999993
1_23_2013-01-04,18110.085100000004
1_24_2013-01-04,6079.249400000001
1_25_2013-01-04,6718.853200000003
1_26_2013-01-04,4449.031599999997
1_27_2013-01-04,1961.0035999999996
1_28_2013-01-04,747.8990000000001
1_29_2013-01-04,4950.5186
1_30_2013-01-04,2835.7958000000003
1_31_2013-01-04,2956.9776000000024
1_32_2013-01-04,4591.052900000005
1_33_2013-01-04,3996.445000000001
1_34_2013-01-04,8496.0605
1_35_2013-01-04,2011.388400000002
1_36_2013-01-04,1250.4303000000002
1_37_2013-01-04,3023.388700000004
1_38_2013-01-04,88239.74769999993
1_40_2013-01-04,64726.08469999997
1_41_2013-01-04,407.70570000000015
1_42_2013-01-04,7730.903900000006
1_44_2013-01-04,4261.690800000004
1_46_2013-01-04,16122.932000000006
1_48_2013-01-04,905.7199
1_49_2013-01-04,11080.624800000001
1_52_2013-01-04,1754.5562999999993
1_54_2013-01-04,35.835000000000015
1_55_2013-01-04,12295.0942
1_56_2013-01-04,785.9405999999998
1_58_2013-01-04,2975.7331999999997
1_59_2013-01-04,448.23880000000025
1_60_2013-01-04,1244.8320000000003
1_67_2013-01-04,7604.740999999998
1_71_2013-01-04,2788.394699999998
1_72_2013-01-04,41152.21459999999
1_74_2013-01-04,11956.6362
1_79_2013-01-04,43114.800299999944
1_80_2013-01-04,17878.407200000012
1_81_2013-01-04,30686.28310000001
1_82_2013-01-04,20415.93419999998
1_83_2013-01-04,6200.043700000002
1_85_2013-01-04,3150.8953999999967
1_87_2013-01-04,60583.65980000002
1_90_2013-01-04,86806.27070000005
1_91_2013-01-04,67920.2538
1_92_2013-01-04,100000.0
1_93_2013-01-04,74103.50690000001
1_94_2013-01-04,63665.293000000034
1_95_2013-01-04,99779.96819999999
1_96_2013-01-04,30087.579600000005
1_97_2013-01-04,35653.18690000001
1_98_2013-01-04,11882.281600000006
1_1_2013-01-11,17078.109499999984
1_2_2013-01-11,44825.357399999964
1_3_2013-01-11,13152.506200000005
1_4_2013-01-11,36366.87920000001
1_5_2013-01-11,22599.880900000007
1_6_2013-01-11,2917.7609
1_7_2013-01-11,10058.326799999995
1_8_2013-01-11,36043.5366
1_9_2013-01-11,17532.848799999996
1_10_2013-01-11,25932.057900000018
1_11_2013-01-11,23483.591699999986
1_12_2013-01-11,7981.212399999998
1_13_2013-01-11,38404.41590000002
1_14_2013-01-11,15111.634099999994
1_16_2013-01-11,7722.797299999997
1_17_2013-01-11,8694.95720000001
1_18_2013-01-11,3363.2579999999994
1_19_2013-01-11,823.7112000000009
1_20_2013-01-11,4134.451700000004
1_21_2013-01-11,7505.598099999999
1_22_2013-01-11,8416.925299999994
1_23_2013-01-11,16515.592799999995
1_24_2013-01-11,3907.6598000000017
1_25_2013-01-11,6277.426899999997
1_26_2013-01-11,4317.0584
1_27_2013-01-11,1768.4232000000004
